SubjID x01 x02 x03 x04 x05 x06 x07 x08 x09 x10
634 2 1 1 2 2 2 2 1 1 2
635 2 1 1 2 2 2 2 1 2 1
636 2 1 1 2 2 2 2 1 2 2
637 2 1 1 2 2 2 2 2 1 1
638 2 1 1 2 2 2 2 2 1 2
639 2 1 1 2 2 2 2 2 2 1
640 2 1 1 2 2 2 2 2 2 2
641 2 1 2 1 1 1 1 1 1 1
642 2 1 2 1 1 1 1 1 1 2
643 2 1 2 1 1 1 1 1 2 1
644 2 1 2 1 1 1 1 1 2 2
645 2 1 2 1 1 1 1 2 1 1
646 2 1 2 1 1 1 1 2 1 2
647 2 1 2 1 1 1 1 2 2 1
648 2 1 2 1 1 1 1 2 2 2
649 2 1 2 1 1 1 2 1 1 1
650 2 1 2 1 1 1 2 1 1 2
651 2 1 2 1 1 1 2 1 2 1
652 2 1 2 1 1 1 2 1 2 2
653 2 1 2 1 1 1 2 2 1 1
654 2 1 2 1 1 1 2 2 1 2
655 2 1 2 1 1 1 2 2 2 1
656 2 1 2 1 1 1 2 2 2 2
657 2 1 2 1 1 2 1 1 1 1
658 2 1 2 1 1 2 1 1 1 2
659 2 1 2 1 1 2 1 1 2 1
660 2 1 2 1 1 2 1 1 2 2
661 2 1 2 1 1 2 1 2 1 1
662 2 1 2 1 1 2 1 2 1 2
663 2 1 2 1 1 2 1 2 2 1
664 2 1 2 1 1 2 1 2 2 2
665 2 1 2 1 1 2 2 1 1 1
666 2 1 2 1 1 2 2 1 1 2
667 2 1 2 1 1 2 2 1 2 1
668 2 1 2 1 1 2 2 1 2 2
669 2 1 2 1 1 2 2 2 1 1
670 2 1 2 1 1 2 2 2 1 2
671 2 1 2 1 1 2 2 2 2 1
672 2 1 2 1 1 2 2 2 2 2
673 2 1 2 1 2 1 1 1 1 1
674 2 1 2 1 2 1 1 1 1 2
675 2 1 2 1 2 1 1 1 2 1
676 2 1 2 1 2 1 1 1 2 2
677 2 1 2 1 2 1 1 2 1 1
678 2 1 2 1 2 1 1 2 1 2
679 2 1 2 1 2 1 1 2 2 1
680 2 1 2 1 2 1 1 2 2 2
681 2 1 2 1 2 1 2 1 1 1
682 2 1 2 1 2 1 2 1 1 2
683 2 1 2 1 2 1 2 1 2 1
684 2 1 2 1 2 1 2 1 2 2
685 2 1 2 1 2 1 2 2 1 1
686 2 1 2 1 2 1 2 2 1 2
687 2 1 2 1 2 1 2 2 2 1
688 2 1 2 1 2 1 2 2 2 2
689 2 1 2 1 2 2 1 1 1 1
690 2 1 2 1 2 2 1 1 1 2
691 2 1 2 1 2 2 1 1 2 1
692 2 1 2 1 2 2 1 1 2 2
693 2 1 2 1 2 2 1 2 1 1
694 2 1 2 1 2 2 1 2 1 2
695 2 1 2 1 2 2 1 2 2 1
696 2 1 2 1 2 2 1 2 2 2
697 2 1 2 1 2 2 2 1 1 1
698 2 1 2 1 2 2 2 1 1 2
699 2 1 2 1 2 2 2 1 2 1
700 2 1 2 1 2 2 2 1 2 2
701 2 1 2 1 2 2 2 2 1 1
702 2 1 2 1 2 2 2 2 1 2
703 2 1 2 1 2 2 2 2 2 1
704 2 1 2 1 2 2 2 2 2 2
705 2 1 2 2 1 1 1 1 1 1
706 2 1 2 2 1 1 1 1 1 2
707 2 1 2 2 1 1 1 1 2 1
708 2 1 2 2 1 1 1 1 2 2
709 2 1 2 2 1 1 1 2 1 1
710 2 1 2 2 1 1 1 2 1 2
711 2 1 2 2 1 1 1 2 2 1
712 2 1 2 2 1 1 1 2 2 2
713 2 1 2 2 1 1 2 1 1 1
714 2 1 2 2 1 1 2 1 1 2
715 2 1 2 2 1 1 2 1 2 1
716 2 1 2 2 1 1 2 1 2 2
717 2 1 2 2 1 1 2 2 1 1
718 2 1 2 2 1 1 2 2 1 2
719 2 1 2 2 1 1 2 2 2 1
720 2 1 2 2 1 1 2 2 2 2
721 2 1 2 2 1 2 1 1 1 1
722 2 1 2 2 1 2 1 1 1 2
723 2 1 2 2 1 2 1 1 2 1
724 2 1 2 2 1 2 1 1 2 2
725 2 1 2 2 1 2 1 2 1 1
726 2 1 2 2 1 2 1 2 1 2
727 2 1 2 2 1 2 1 2 2 1
728 2 1 2 2 1 2 1 2 2 2
729 2 1 2 2 1 2 2 1 1 1
730 2 1 2 2 1 2 2 1 1 2
731 2 1 2 2 1 2 2 1 2 1
732 2 1 2 2 1 2 2 1 2 2
733 2 1 2 2 1 2 2 2 1 1
734 2 1 2 2 1 2 2 2 1 2
735 2 1 2 2 1 2 2 2 2 1
736 2 1 2 2 1 2 2 2 2 2
737 2 1 2 2 2 1 1 1 1 1
738 2 1 2 2 2 1 1 1 1 2
739 2 1 2 2 2 1 1 1 2 1
740 2 1 2 2 2 1 1 1 2 2
741 2 1 2 2 2 1 1 2 1 1
742 2 1 2 2 2 1 1 2 1 2
743 2 1 2 2 2 1 1 2 2 1
744 2 1 2 2 2 1 1 2 2 2
745 2 1 2 2 2 1 2 1 1 1
746 2 1 2 2 2 1 2 1 1 2
747 2 1 2 2 2 1 2 1 2 1
748 2 1 2 2 2 1 2 1 2 2
749 2 1 2 2 2 1 2 2 1 1
750 2 1 2 2 2 1 2 2 1 2
751 2 1 2 2 2 1 2 2 2 1
752 2 1 2 2 2 1 2 2 2 2
753 2 1 2 2 2 2 1 1 1 1
754 2 1 2 2 2 2 1 1 1 2
755 2 1 2 2 2 2 1 1 2 1
756 2 1 2 2 2 2 1 1 2 2
757 2 1 2 2 2 2 1 2 1 1
758 2 1 2 2 2 2 1 2 1 2
759 2 1 2 2 2 2 1 2 2 1
760 2 1 2 2 2 2 1 2 2 2
761 2 1 2 2 2 2 2 1 1 1
762 2 1 2 2 2 2 2 1 1 2
763 2 1 2 2 2 2 2 1 2 1
764 2 1 2 2 2 2 2 1 2 2
765 2 1 2 2 2 2 2 2 1 1
766 2 1 2 2 2 2 2 2 1 2
767 2 1 2 2 2 2 2 2 2 1
768 2 1 2 2 2 2 2 2 2 2
769 2 2 1 1 1 1 1 1 1 1
770 2 2 1 1 1 1 1 1 1 2
771 2 2 1 1 1 1 1 1 2 1
772 2 2 1 1 1 1 1 1 2 2
773 2 2 1 1 1 1 1 2 1 1
774 2 2 1 1 1 1 1 2 1 2
775 2 2 1 1 1 1 1 2 2 1
776 2 2 1 1 1 1 1 2 2 2
777 2 2 1 1 1 1 2 1 1 1
778 2 2 1 1 1 1 2 1 1 2
779 2 2 1 1 1 1 2 1 2 1
780 2 2 1 1 1 1 2 1 2 2
781 2 2 1 1 1 1 2 2 1 1
782 2 2 1 1 1 1 2 2 1 2
783 2 2 1 1 1 1 2 2 2 1
784 2 2 1 1 1 1 2 2 2 2
785 2 2 1 1 1 2 1 1 1 1
786 2 2 1 1 1 2 1 1 1 2
787 2 2 1 1 1 2 1 1 2 1
788 2 2 1 1 1 2 1 1 2 2
789 2 2 1 1 1 2 1 2 1 1
790 2 2 1 1 1 2 1 2 1 2
791 2 2 1 1 1 2 1 2 2 1
792 2 2 1 1 1 2 1 2 2 2
793 2 2 1 1 1 2 2 1 1 1
794 2 2 1 1 1 2 2 1 1 2
795 2 2 1 1 1 2 2 1 2 1
796 2 2 1 1 1 2 2 1 2 2
797 2 2 1 1 1 2 2 2 1 1
798 2 2 1 1 1 2 2 2 1 2
799 2 2 1 1 1 2 2 2 2 1
800 2 2 1 1 1 2 2 2 2 2
801 2 2 1 1 2 1 1 1 1 1
802 2 2 1 1 2 1 1 1 1 2
803 2 2 1 1 2 1 1 1 2 1
804 2 2 1 1 2 1 1 1 2 2
805 2 2 1 1 2 1 1 2 1 1
806 2 2 1 1 2 1 1 2 1 2
807 2 2 1 1 2 1 1 2 2 1
808 2 2 1 1 2 1 1 2 2 2
809 2 2 1 1 2 1 2 1 1 1
810 2 2 1 1 2 1 2 1 1 2
811 2 2 1 1 2 1 2 1 2 1
812 2 2 1 1 2 1 2 1 2 2
813 2 2 1 1 2 1 2 2 1 1
814 2 2 1 1 2 1 2 2 1 2
815 2 2 1 1 2 1 2 2 2 1
816 2 2 1 1 2 1 2 2 2 2
817 2 2 1 1 2 2 1 1 1 1
818 2 2 1 1 2 2 1 1 1 2
819 2 2 1 1 2 2 1 1 2 1
820 2 2 1 1 2 2 1 1 2 2
821 2 2 1 1 2 2 1 2 1 1
822 2 2 1 1 2 2 1 2 1 2
823 2 2 1 1 2 2 1 2 2 1
824 2 2 1 1 2 2 1 2 2 2
825 2 2 1 1 2 2 2 1 1 1
826 2 2 1 1 2 2 2 1 1 2
827 2 2 1 1 2 2 2 1 2 1
828 2 2 1 1 2 2 2 1 2 2
829 2 2 1 1 2 2 2 2 1 1
830 2 2 1 1 2 2 2 2 1 2
831 2 2 1 1 2 2 2 2 2 1
832 2 2 1 1 2 2 2 2 2 2
833 2 2 1 2 1 1 1 1 1 1
834 2 2 1 2 1 1 1 1 1 2
835 2 2 1 2 1 1 1 1 2 1
836 2 2 1 2 1 1 1 1 2 2
837 2 2 1 2 1 1 1 2 1 1
838 2 2 1 2 1 1 1 2 1 2
839 2 2 1 2 1 1 1 2 2 1
840 2 2 1 2 1 1 1 2 2 2
841 2 2 1 2 1 1 2 1 1 1
842 2 2 1 2 1 1 2 1 1 2
843 2 2 1 2 1 1 2 1 2 1
844 2 2 1 2 1 1 2 1 2 2
845 2 2 1 2 1 1 2 2 1 1
846 2 2 1 2 1 1 2 2 1 2
847 2 2 1 2 1 1 2 2 2 1
848 2 2 1 2 1 1 2 2 2 2
849 2 2 1 2 1 2 1 1 1 1
850 2 2 1 2 1 2 1 1 1 2
851 2 2 1 2 1 2 1 1 2 1
852 2 2 1 2 1 2 1 1 2 2
853 2 2 1 2 1 2 1 2 1 1
854 2 2 1 2 1 2 1 2 1 2
855 2 2 1 2 1 2 1 2 2 1
856 2 2 1 2 1 2 1 2 2 2
857 2 2 1 2 1 2 2 1 1 1
858 2 2 1 2 1 2 2 1 1 2
859 2 2 1 2 1 2 2 1 2 1
860 2 2 1 2 1 2 2 1 2 2
861 2 2 1 2 1 2 2 2 1 1
862 2 2 1 2 1 2 2 2 1 2
863 2 2 1 2 1 2 2 2 2 1
864 2 2 1 2 1 2 2 2 2 2
865 2 2 1 2 2 1 1 1 1 1
866 2 2 1 2 2 1 1 1 1 2
867 2 2 1 2 2 1 1 1 2 1
868 2 2 1 2 2 1 1 1 2 2
869 2 2 1 2 2 1 1 2 1 1
870 2 2 1 2 2 1 1 2 1 2
871 2 2 1 2 2 1 1 2 2 1
872 2 2 1 2 2 1 1 2 2 2
873 2 2 1 2 2 1 2 1 1 1
874 2 2 1 2 2 1 2 1 1 2
875 2 2 1 2 2 1 2 1 2 1
876 2 2 1 2 2 1 2 1 2 2
877 2 2 1 2 2 1 2 2 1 1
878 2 2 1 2 2 1 2 2 1 2
879 2 2 1 2 2 1 2 2 2 1
880 2 2 1 2 2 1 2 2 2 2
881 2 2 1 2 2 2 1 1 1 1
882 2 2 1 2 2 2 1 1 1 2
883 2 2 1 2 2 2 1 1 2 1
884 2 2 1 2 2 2 1 1 2 2
885 2 2 1 2 2 2 1 2 1 1
886 2 2 1 2 2 2 1 2 1 2
887 2 2 1 2 2 2 1 2 2 1
888 2 2 1 2 2 2 1 2 2 2
889 2 2 1 2 2 2 2 1 1 1
890 2 2 1 2 2 2 2 1 1 2
891 2 2 1 2 2 2 2 1 2 1
892 2 2 1 2 2 2 2 1 2 2
893 2 2 1 2 2 2 2 2 1 1
894 2 2 1 2 2 2 2 2 1 2
895 2 2 1 2 2 2 2 2 2 1
896 2 2 1 2 2 2 2 2 2 2
897 2 2 2 1 1 1 1 1 1 1
898 2 2 2 1 1 1 1 1 1 2
899 2 2 2 1 1 1 1 1 2 1
900 2 2 2 1 1 1 1 1 2 2
901 2 2 2 1 1 1 1 2 1 1
902 2 2 2 1 1 1 1 2 1 2
903 2 2 2 1 1 1 1 2 2 1
904 2 2 2 1 1 1 1 2 2 2
905 2 2 2 1 1 1 2 1 1 1
906 2 2 2 1 1 1 2 1 1 2
907 2 2 2 1 1 1 2 1 2 1
908 2 2 2 1 1 1 2 1 2 2
909 2 2 2 1 1 1 2 2 1 1
910 2 2 2 1 1 1 2 2 1 2
911 2 2 2 1 1 1 2 2 2 1
912 2 2 2 1 1 1 2 2 2 2
913 2 2 2 1 1 2 1 1 1 1
914 2 2 2 1 1 2 1 1 1 2
915 2 2 2 1 1 2 1 1 2 1
916 2 2 2 1 1 2 1 1 2 2
917 2 2 2 1 1 2 1 2 1 1
918 2 2 2 1 1 2 1 2 1 2
919 2 2 2 1 1 2 1 2 2 1
920 2 2 2 1 1 2 1 2 2 2
921 2 2 2 1 1 2 2 1 1 1
922 2 2 2 1 1 2 2 1 1 2
923 2 2 2 1 1 2 2 1 2 1
924 2 2 2 1 1 2 2 1 2 2
925 2 2 2 1 1 2 2 2 1 1
926 2 2 2 1 1 2 2 2 1 2
927 2 2 2 1 1 2 2 2 2 1
928 2 2 2 1 1 2 2 2 2 2
929 2 2 2 1 2 1 1 1 1 1
930 2 2 2 1 2 1 1 1 1 2
931 2 2 2 1 2 1 1 1 2 1
932 2 2 2 1 2 1 1 1 2 2
933 2 2 2 1 2 1 1 2 1 1
934 2 2 2 1 2 1 1 2 1 2
935 2 2 2 1 2 1 1 2 2 1
936 2 2 2 1 2 1 1 2 2 2
937 2 2 2 1 2 1 2 1 1 1
938 2 2 2 1 2 1 2 1 1 2
939 2 2 2 1 2 1 2 1 2 1
940 2 2 2 1 2 1 2 1 2 2
941 2 2 2 1 2 1 2 2 1 1
942 2 2 2 1 2 1 2 2 1 2
943 2 2 2 1 2 1 2 2 2 1
944 2 2 2 1 2 1 2 2 2 2
945 2 2 2 1 2 2 1 1 1 1
946 2 2 2 1 2 2 1 1 1 2
947 2 2 2 1 2 2 1 1 2 1
948 2 2 2 1 2 2 1 1 2 2
949 2 2 2 1 2 2 1 2 1 1
950 2 2 2 1 2 2 1 2 1 2
951 2 2 2 1 2 2 1 2 2 1
952 2 2 2 1 2 2 1 2 2 2
953 2 2 2 1 2 2 2 1 1 1
954 2 2 2 1 2 2 2 1 1 2
955 2 2 2 1 2 2 2 1 2 1
956 2 2 2 1 2 2 2 1 2 2
957 2 2 2 1 2 2 2 2 1 1
958 2 2 2 1 2 2 2 2 1 2
959 2 2 2 1 2 2 2 2 2 1
960 2 2 2 1 2 2 2 2 2 2
961 2 2 2 2 1 1 1 1 1 1
962 2 2 2 2 1 1 1 1 1 2
963 2 2 2 2 1 1 1 1 2 1
964 2 2 2 2 1 1 1 1 2 2
965 2 2 2 2 1 1 1 2 1 1
966 2 2 2 2 1 1 1 2 1 2
967 2 2 2 2 1 1 1 2 2 1
968 2 2 2 2 1 1 1 2 2 2
969 2 2 2 2 1 1 2 1 1 1
970 2 2 2 2 1 1 2 1 1 2
971 2 2 2 2 1 1 2 1 2 1
972 2 2 2 2 1 1 2 1 2 2
973 2 2 2 2 1 1 2 2 1 1
974 2 2 2 2 1 1 2 2 1 2
975 2 2 2 2 1 1 2 2 2 1
976 2 2 2 2 1 1 2 2 2 2
977 2 2 2 2 1 2 1 1 1 1
978 2 2 2 2 1 2 1 1 1 2
979 2 2 2 2 1 2 1 1 2 1
980 2 2 2 2 1 2 1 1 2 2
981 2 2 2 2 1 2 1 2 1 1
982 2 2 2 2 1 2 1 2 1 2
983 2 2 2 2 1 2 1 2 2 1
984 2 2 2 2 1 2 1 2 2 2
985 2 2 2 2 1 2 2 1 1 1
986 2 2 2 2 1 2 2 1 1 2
987 2 2 2 2 1 2 2 1 2 1
988 2 2 2 2 1 2 2 1 2 2
989 2 2 2 2 1 2 2 2 1 1
990 2 2 2 2 1 2 2 2 1 2
991 2 2 2 2 1 2 2 2 2 1
992 2 2 2 2 1 2 2 2 2 2
993 2 2 2 2 2 1 1 1 1 1
994 2 2 2 2 2 1 1 1 1 2
995 2 2 2 2 2 1 1 1 2 1
996 2 2 2 2 2 1 1 1 2 2
997 2 2 2 2 2 1 1 2 1 1
998 2 2 2 2 2 1 1 2 1 2
999 2 2 2 2 2 1 1 2 2 1
1000 2 2 2 2 2 1 1 2 2 2
1001 2 2 2 2 2 1 2 1 1 1
1002 2 2 2 2 2 1 2 1 1 2
1003 2 2 2 2 2 1 2 1 2 1
1004 2 2 2 2 2 1 2 1 2 2
1005 2 2 2 2 2 1 2 2 1 1
1006 2 2 2 2 2 1 2 2 1 2
1007 2 2 2 2 2 1 2 2 2 1
1008 2 2 2 2 2 1 2 2 2 2
1009 2 2 2 2 2 2 1 1 1 1
1010 2 2 2 2 2 2 1 1 1 2
1011 2 2 2 2 2 2 1 1 2 1
1012 2 2 2 2 2 2 1 1 2 2
1013 2 2 2 2 2 2 1 2 1 1
1014 2 2 2 2 2 2 1 2 1 2
1015 2 2 2 2 2 2 1 2 2 1
1016 2 2 2 2 2 2 1 2 2 2
1017 2 2 2 2 2 2 2 1 1 1
1018 2 2 2 2 2 2 2 1 1 2
1019 2 2 2 2 2 2 2 1 2 1
1020 2 2 2 2 2 2 2 1 2 2
1021 2 2 2 2 2 2 2 2 1 1
1022 2 2 2 2 2 2 2 2 1 2
1023 2 2 2 2 2 2 2 2 2 1
1024 2 2 2 2 2 2 2 2 2 2
